"domain";"phylum";"class";"order";"family";"genus";"species"
"OTU_7542";"Bacteria";"Bacteroidota";"UBA10030";"UBA10030";"UBA6906";NA;NA
"OTU_7543";"Bacteria";"Firmicutes_A";"Clostridia";"Clostridiales";"Clostridiaceae";NA;NA
"OTU_7544";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Cellvibrionaceae";"Cellvibrio";NA
"OTU_7555";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"SCTM01";NA
"OTU_75668";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_75669";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_75670";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_7568";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Acidimicrobiales";"RAAP-2";"RAAP-2";NA
"OTU_75680";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Acidimicrobiales";"Microtrichaceae";"IMCC26207";NA
"OTU_75689";"Bacteria";"Actinobacteriota";"Actinomycetia";"Mycobacteriales";"Mycobacteriaceae";NA;NA
"OTU_7569";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"Zambryskibacteraceae";"C7867-006";NA
"OTU_75692";"Bacteria";"Actinobacteriota";"Actinomycetia";"Nanopelagicales";"Nanopelagicaceae";NA;NA
"OTU_75694";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"Gaiellaceae";"Palsa-739";NA
"OTU_75695";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter";NA
"OTU_75697";"Bacteria";"Armatimonadota";"Fimbriimonadia";"Fimbriimonadales";"Fimbriimonadaceae";NA;NA
"OTU_7570";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_75708";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_75710";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Spirosomaceae";"Spirosoma";NA
"OTU_75715";"Bacteria";"Bacteroidota";"Ignavibacteria";"SJA-28";"OLB5";"OLB5";NA
"OTU_75716";"Bacteria";"Bacteroidota";"UBA10030";"UBA10030";"UBA10030";"Fen-1298";NA
"OTU_75718";"Bacteria";"Bacteroidota";"UBA10030";"UBA10030";"UBA6906";NA;NA
"OTU_7572";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_75720";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";NA;NA
"OTU_75721";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";"GWA1-52-35";NA
"OTU_75722";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";NA;NA
"OTU_75723";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";NA;NA
"OTU_75724";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";NA;NA
"OTU_75726";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"Pseudobdellovibrio";NA
"OTU_75728";"Bacteria";"Campylobacterota";"Campylobacteria";"Campylobacterales";"Sulfurimonadaceae";"Sulfurimonas";NA
"OTU_75729";"Bacteria";"Campylobacterota";"Campylobacteria";"Campylobacterales";"Sulfurimonadaceae";"Sulfurimonas";NA
"OTU_7573";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_75731";"Bacteria";"Campylobacterota";"Campylobacteria";"Campylobacterales";"Sulfurovaceae";NA;NA
"OTU_75738";"Bacteria";"Chloroflexota";"Ellin6529";"CSP1-4";"UBA10416";"UBA10416";NA
"OTU_75739";"Bacteria";"Chloroflexota";"Ktedonobacteria";"Ktedonobacterales";"Ktedonobacteraceae";"UBA11361";NA
"OTU_7574";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_75761";"Bacteria";"Dormibacterota";"Dormibacteria";"UBA8260";"UBA8260";"UBA8260";NA
"OTU_75767";"Bacteria";"Elusimicrobiota";"Elusimicrobia";"UBA1565";"UBA9628";"UBA9628";NA
"OTU_75768";"Bacteria";"Eremiobacterota";"Eremiobacteria";"UBP12";"UBA5184";NA;NA
"OTU_7577";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";NA;NA
"OTU_75774";"Bacteria";"Firmicutes_A";"Clostridia";"Acetivibrionales";"Acetivibrionaceae";NA;NA
"OTU_75778";"Bacteria";"Firmicutes_C";"Negativicutes";"Veillonellales";"Megasphaeraceae";"Megasphaera";NA
"OTU_75780";"Bacteria";"Gemmatimonadota";"Gemmatimonadetes";"Gemmatimonadales";"Gemmatimonadaceae";NA;NA
"OTU_75787";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";NA;NA
"OTU_75790";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"NS-4";"SCTG01";NA
"OTU_75791";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"NS-4";"SCTG01";NA
"OTU_75795";"Bacteria";"Omnitrophota";"Koll11";"4484-171";"4484-171";"Fen-1317";NA
"OTU_75796";"Bacteria";"Omnitrophota";"Koll11";"GIF10";"UBA6249";NA;NA
"OTU_75808";"Bacteria";"Patescibacteria";"ABY1";"BM507";"UBA917";"UBA917";NA
"OTU_75809";"Bacteria";"Patescibacteria";"Microgenomatia";"GWA2-44-7";"Amesbacteraceae";NA;NA
"OTU_75810";"Bacteria";"Patescibacteria";"Microgenomatia";"GWA2-44-7";"UBA8517";"UBA8517";NA
"OTU_7582";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Pseudanabaenales";"Pseudanabaenaceae";"Pseudanabaena";NA
"OTU_7583";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"Geobacterales";"Geobacteraceae";NA;NA
"OTU_75839";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"Zambryskibacteraceae";"C7867-006";NA
"OTU_7584";"Bacteria";"Eisenbacteria";"RBG-16-71-46";"SZUA-252";"SZUA-252";"WS-7";NA
"OTU_75847";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"UBA4665";NA;NA
"OTU_75849";"Bacteria";"Patescibacteria";"Saccharimonadia";"UBA4664";"SCTI01";"SCTI01";NA
"OTU_75850";"Bacteria";"Planctomycetota";"Phycisphaerae";"SM23-33";"FEN-1343";"FEN-1343";NA
"OTU_75855";"Bacteria";"Planctomycetota";"UBA1135";"UBA2386";"UBA2386";"GCA-2684655";NA
"OTU_75880";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_75883";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_75895";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Roseomonas";NA
"OTU_75896";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Azospirillales";"Azospirillaceae";NA;NA
"OTU_75897";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";NA;NA
"OTU_759";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7541";"UBA7541";"Palsa-295";NA
"OTU_7590";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"Geobacterales";"Pseudopelobacteraceae";"Pseudopelobacter";NA
"OTU_75902";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA;NA
"OTU_75908";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Rickettsiaceae";NA;NA
"OTU_7591";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";"UBA11358";NA
"OTU_75938";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_75940";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_75945";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_75946";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_75947";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_75948";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_75950";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_75952";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_75954";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_75959";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";"Legionella";NA
"OTU_75960";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Methylococcales";"Methylomonadaceae";NA;NA
"OTU_75965";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Rhodanobacteraceae";NA;NA
"OTU_75967";"Bacteria";"Spirochaetota";"Leptospirae";"Turneriellales";"Turneriellaceae";"Turneriella";NA
"OTU_7597";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";NA;NA
"OTU_7598";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA;NA
"OTU_75983";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"Parachlamydiaceae";NA;NA
"OTU_75984";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"Parachlamydiaceae";NA;NA
"OTU_75993";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"Chthoniobacteraceae";"Chthoniobacter";NA
"OTU_75996";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";NA;NA
"OTU_76";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_76003";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA;NA
"OTU_7601";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Cyanobacteriales";"Nostocaceae";"Raphidiopsis";NA
"OTU_7603";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_7609";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"Myxococcaceae";NA;NA
"OTU_761";"Bacteria";"Methylomirabilota";"Methylomirabilia";"Rokubacteriales";"GWA2-73-35";NA;NA
"OTU_7611";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";NA;NA
"OTU_7613";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"PCC-6307";"Cyanobiaceae";NA;NA
"OTU_7618";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_7622";"Bacteria";"Planctomycetota";"Planctomycetes";"Pirellulales";"UBA1268";"QWPN01";NA
"OTU_7628";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Weissella";NA
"OTU_764";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_7641";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";NA;NA
"OTU_7645";"Bacteria";"Bacteroidota";"UBA10030";"UBA10030";"UBA6906";NA;NA
"OTU_7646";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA;NA
"OTU_765";"Bacteria";"Methylomirabilota";"Methylomirabilia";"Rokubacteriales";"GWA2-73-35";NA;NA
"OTU_7652";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"Saccharimonadaceae";"2011-GWC2-44-17";NA
"OTU_7653";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_7661";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Koribacteraceae";NA;NA
"OTU_7663";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA;NA
"OTU_767";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"UBA1936";NA
"OTU_7673";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Azospirillales";"Azospirillaceae";NA;NA
"OTU_7676";"Bacteria";"Acidobacteriota";"Blastocatellia";"Pyrinomonadales";"Pyrinomonadaceae";NA;NA
"OTU_7677";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"NS-4";"SCTG01";NA
"OTU_7678";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"OTU_7685";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";NA;NA
"OTU_7688";"Bacteria";"Omnitrophota";"Koll11";"GIF10";"UBA6249";"UBA6249";NA
"OTU_7690";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"UBA6821";"UBA6821";NA
"OTU_7697";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Acidimicrobiales";"RAAP-2";"Bog-756";NA
"OTU_77";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA;NA
"OTU_770";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_7706";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_7710";"Bacteria";"Actinobacteriota";"Actinomycetia";"Mycobacteriales";"Mycobacteriaceae";"Corynebacterium";NA
"OTU_7711";"Bacteria";"Bdellovibrionota";"Oligoflexia";"Silvanigrellales";"Silvanigrellaceae";"Silvanigrella";NA
"OTU_7712";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Acidocella";NA
"OTU_77198";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";"Bog-159";NA
"OTU_77199";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";"Bryobacter";NA
"OTU_772";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";NA;NA
"OTU_77200";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7541";"UBA7541";NA;NA
"OTU_77209";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Acidimicrobiales";"RAAP-2";"RAAP-2";NA
"OTU_77210";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"IMCC26256";"PALSA-555";"PALSA-555";NA
"OTU_77211";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"IMCC26256";"PALSA-555";"PALSA-555";NA
"OTU_7722";"Bacteria";"Omnitrophota";"Koll11";"UBA6215";"UBA6215";"2-02-FULL-50-19";NA
"OTU_77228";"Bacteria";"Actinobacteriota";"Actinomycetia";"Nanopelagicales";"Nanopelagicaceae";"Planktophila";NA
"OTU_7723";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_77230";"Bacteria";"Armatimonadota";"Fimbriimonadia";"Fimbriimonadales";"Fimbriimonadaceae";NA;NA
"OTU_77241";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"VadinHA17";"LD21";NA
"OTU_77244";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_77245";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_77248";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"Sediminibacterium";NA
"OTU_77249";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"Sediminibacterium";NA
"OTU_77250";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";"Aureispira";NA
"OTU_77251";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Spirosomaceae";"Spirosoma";NA
"OTU_77253";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA;NA
"OTU_77254";"Bacteria";"Bdellovibrionota";"Bacteriovoracia";"Bacteriovoracales";"Bacteriovoracaceae";NA;NA
"OTU_77255";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";NA;NA
"OTU_77256";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";NA;NA
"OTU_77257";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";NA;NA
"OTU_77258";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";"GWA1-52-35";NA
"OTU_77261";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"21-14-0-10-47-8";NA
"OTU_77264";"Bacteria";"Campylobacterota";"Campylobacteria";"Campylobacterales";"Sulfurovaceae";"Sulfurovum";NA
"OTU_77268";"Bacteria";"Chloroflexota";"Ktedonobacteria";"Ktedonobacterales";"Ktedonobacteraceae";NA;NA
"OTU_77269";"Bacteria";"Chloroflexota";"Ktedonobacteria";"Ktedonobacterales";"Ktedonobacteraceae";"UBA11361";NA
"OTU_77276";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Cyanobacteriales";"Nostocaceae";NA;NA
"OTU_7728";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_77286";"Bacteria";"Desulfobacterota_B";"Binatia";"UTPRO1";"DP-6";NA;NA
"OTU_7729";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";NA;NA
"OTU_77291";"Bacteria";"Desulfobacterota";"Syntrophia";"Syntrophales";"Smithellaceae";NA;NA
"OTU_77298";"Bacteria";"Firmicutes_A";"Clostridia_A";"Christensenellales";"CAG-74";"UBA11524";NA
"OTU_773";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7541";"UBA7541";NA;NA
"OTU_7730";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Rickettsiaceae";"Rickettsia";NA
"OTU_77302";"Bacteria";"Firmicutes_A";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"OTU_77303";"Bacteria";"Firmicutes_A";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"OTU_77310";"Bacteria";"Firmicutes_A";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Sporobacter";NA
"OTU_77312";"Bacteria";"Firmicutes_A";"Clostridia";"TANB77";"CAG-508";NA;NA
"OTU_77313";"Bacteria";"Firmicutes_B";"Syntrophomonadia";"Syntrophomonadales";"Syntrophomonadaceae";"Syntrophomonas_B";NA
"OTU_77316";"Bacteria";"Firmicutes";"Alicyclobacillia";"Alicyclobacillales";"Alicyclobacillaceae";NA;NA
"OTU_7732";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";"Opitutus";NA
"OTU_77320";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";NA;NA
"OTU_77322";"Bacteria";"Gemmatimonadota";"Gemmatimonadetes";"Gemmatimonadales";"GWC2-71-9";"Palsa-1233";NA
"OTU_77324";"Bacteria";"Myxococcota_A";"UBA9160";"UBA9160";"UBA9160";NA;NA
"OTU_77327";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";NA;NA
"OTU_77331";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"NS-4";"SCTG01";NA
"OTU_77343";"Bacteria";"Patescibacteria";"ABY1";"SG8-24";"GWF2-40-263";"XYB2-FULL-45-11";NA
"OTU_77344";"Bacteria";"Patescibacteria";"Doudnabacteria";"UBA920";"UBA920";NA;NA
"OTU_7735";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"NS-4";"SCTG01";NA
"OTU_7736";"Bacteria";"Planctomycetota";"Planctomycetes";"Pirellulales";"UBA1268";NA;NA
"OTU_77368";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA11359";NA;NA
"OTU_77373";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA9973";"UBA9973";NA
"OTU_77377";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"Zambryskibacteraceae";NA;NA
"OTU_77379";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"Zambryskibacteraceae";"C7867-006";NA
"OTU_77380";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"Zambryskibacteraceae";"C7867-006";NA
"OTU_77381";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"Zambryskibacteraceae";"C7867-006";NA
"OTU_77382";"Bacteria";"Patescibacteria";"Paceibacteria";"WO2-41-13";"2-01-FULL-45-33";"2-01-FULL-45-33";NA
"OTU_77395";"Bacteria";"Patescibacteria";"Saccharimonadia";"UBA4664";"UBA4664";"UBA4664";NA
"OTU_77396";"Bacteria";"Patescibacteria";"UBA1384";"UBA12157";"UBA12157";"GWE1-39-12";NA
"OTU_774";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"OTU_77400";"Bacteria";"Planctomycetota";"Planctomycetes";"Gemmatales";"Gemmataceae";"Gemmata";NA
"OTU_77402";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"OTU_77406";"Bacteria";"Planctomycetota";"Planctomycetes";"Pirellulales";"UBA1268";"QWPN01";NA
"OTU_77428";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_77435";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Maricaulaceae";NA;NA
"OTU_7744";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"IMCC26256";"PALSA-555";"PALSA-555";NA
"OTU_77440";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"VAZQ01";NA
"OTU_77442";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA;NA
"OTU_77446";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"UBA1997";"UBA2645";NA
"OTU_77447";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"UBA3002";"QFOX01";NA
"OTU_77451";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingopyxis";NA
"OTU_77484";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_77485";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_77486";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_77487";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_77488";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_77495";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Enterobacteriaceae";"Cronobacter";NA
"OTU_77496";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Enterobacteriaceae";"Cronobacter";NA
"OTU_77497";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_77498";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_77499";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_7750";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"Parachlamydiaceae";"Protochlamydia";NA
"OTU_77501";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_77503";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_77504";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_77505";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_77507";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_77508";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_77510";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_77511";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Methylococcales";"Methylomonadaceae";NA;NA
"OTU_77514";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Nevskiales";"Nevskiaceae";"Nevskia";NA
"OTU_77516";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Steroidobacterales";"Steroidobacteraceae";"Steroidobacter";NA
"OTU_77517";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"UBA9339";"UBA9339";"UBA9339";NA
"OTU_77519";"Bacteria";"Spirochaetota";"Spirochaetia";"Treponematales";"UBA8932";"UBA2256";NA
"OTU_77542";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"Parachlamydiaceae";NA;NA
"OTU_77546";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"Parachlamydiaceae";NA;NA
"OTU_77550";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"Parachlamydiaceae";NA;NA
"OTU_77552";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"SM23-39";"PALSA-1448";NA
"OTU_77558";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"UBA10450";NA;NA
"OTU_77567";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA;NA
"OTU_77569";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";"UBA11358";NA
